week_start_sat,week_start_mon,week_end,deaths_total,tasmax_mean_weekly_degC,tasmax_max_weekly_degC
2022-10-08,2022-10-10,2022-10-14,11699.0,14.119494695063965,14.85430388631597
2022-10-15,2022-10-17,2022-10-21,11938.0,14.241903368418713,15.247970699176948
2022-10-22,2022-10-24,2022-10-28,11245.0,15.615073527598083,16.706127759730617
2022-10-29,2022-10-31,2022-11-04,11795.0,13.543238044035375,16.4848216950233
2022-11-05,2022-11-07,2022-11-11,11538.0,13.29907807279486,15.511854683468515
2022-11-12,2022-11-14,2022-11-18,11579.0,11.535518399490297,14.363437598028112
2022-11-19,2022-11-21,2022-11-25,11483.0,9.18864953688097,10.924519852609501
2022-11-26,2022-11-28,2022-12-02,11307.0,8.171933419170646,11.9099245181134
2022-12-03,2022-12-05,2022-12-09,11694.0,4.551026543318383,6.292289681990062
2022-12-10,2022-12-12,2022-12-16,12389.0,1.2845713054163712,2.6828101547076826
2022-12-17,2022-12-19,2022-12-23,14530.0,8.596811182942362,12.268984158426958
2022-12-24,2022-12-26,2022-12-30,9517.0,8.347984319766267,9.706987506165223
2022-12-31,2023-01-02,2023-01-06,14983.0,8.680614437080482,10.797968296197107
2023-01-07,2023-01-09,2023-01-13,17381.0,8.873571595280541,11.185693607563175
2023-01-14,2023-01-16,2023-01-20,15804.0,4.481507931351159,8.043701445740293
2023-01-21,2023-01-23,2023-01-27,14137.0,6.521898966925725,7.523163629566077
2023-01-28,2023-01-30,2023-02-03,13412.0,9.07257660730193,10.67341663337351
2023-02-04,2023-02-06,2023-02-10,12672.0,8.375464046798198,9.346262236994752
2023-02-11,2023-02-13,2023-02-17,12031.0,10.181982562615284,11.465355626027884
2023-02-18,2023-02-20,2023-02-24,11952.0,9.675071492536722,11.487421561787128
2023-02-25,2023-02-27,2023-03-03,12049.0,6.783283684539642,7.436587551811938
2023-03-04,2023-03-06,2023-03-10,11410.0,4.940046322057443,6.393185014908051
2023-03-11,2023-03-13,2023-03-17,12133.0,9.632384529449808,12.552982468550026
2023-03-18,2023-03-20,2023-03-24,12052.0,11.740677712417138,12.787390668813261
2023-03-25,2023-03-27,2023-03-31,11584.0,10.87935675705515,14.07841494794856
2023-04-01,2023-04-03,2023-04-07,10089.0,11.343956670874894,12.908708843320138
2023-04-08,2023-04-10,2023-04-14,9978.0,11.320053421977592,13.281006949933813
2023-04-15,2023-04-17,2023-04-21,12420.0,13.79809119972181,14.82136647306077
2023-04-22,2023-04-24,2023-04-28,12152.0,11.219482878634722,14.100058722773086
2023-04-29,2023-05-01,2023-05-05,10143.0,14.50136305815421,15.990309316321182
2023-05-06,2023-05-08,2023-05-12,10367.0,15.9475686402731,17.714952387298116
2023-05-13,2023-05-15,2023-05-19,11654.0,16.029117702923934,16.91998686163088
2023-05-20,2023-05-22,2023-05-26,11111.0,17.482550599724103,18.38681558931757
2023-05-27,2023-05-29,2023-06-02,8839.0,17.685671845173317,18.80560378444569
2023-06-03,2023-06-05,2023-06-09,10940.0,18.77457395536087,21.379548957359447
2023-06-10,2023-06-12,2023-06-16,10700.0,25.31071328900382,26.38409144539998
2023-06-17,2023-06-19,2023-06-23,10472.0,22.05281433789633,22.936553421062865
2023-06-24,2023-06-26,2023-06-30,10373.0,20.545583413907284,24.64382888478343
2023-07-01,2023-07-03,2023-07-07,9736.0,18.621404288980496,24.317079143643
2023-07-08,2023-07-10,2023-07-14,10030.0,19.868173698383877,23.494323449960827
2023-07-15,2023-07-17,2023-07-21,9659.0,18.420483058866726,19.08130452085625
2023-07-22,2023-07-24,2023-07-28,9684.0,18.624903821315804,20.591463396181332
2023-07-29,2023-07-31,2023-08-04,10038.0,18.389822600767666,19.62879678102104
2023-08-05,2023-08-07,2023-08-11,9991.0,19.641587941525785,24.228294262574863
2023-08-12,2023-08-14,2023-08-18,10063.0,20.23433215099584,21.107667788346856
2023-08-19,2023-08-21,2023-08-25,10086.0,20.291725257216175,21.415521134862235
2023-08-26,2023-08-28,2023-09-01,8441.0,18.246932320623255,19.071300290828614
2023-09-02,2023-09-04,2023-09-08,10168.0,24.8206424079178,27.118591828644302
2023-09-09,2023-09-11,2023-09-15,10355.0,20.12120522155439,26.21067162642865
2023-09-16,2023-09-18,2023-09-22,10384.0,16.40631217575659,17.290602536366222
2023-09-23,2023-09-25,2023-09-29,9979.0,17.120919747533716,18.36990307597758
2023-09-30,2023-10-02,2023-10-06,10103.0,16.59115560191411,18.43384815456833
2023-10-07,2023-10-09,2023-10-13,10544.0,17.1383841096432,20.128699399353646
2023-10-14,2023-10-16,2023-10-20,10388.0,12.340261110854758,15.4394012239821
2023-10-21,2023-10-23,2023-10-27,10445.0,12.15047388839335,12.809085205048177
2023-10-28,2023-10-30,2023-11-03,10983.0,11.211170407656322,12.377078646134528
2023-11-04,2023-11-06,2023-11-10,11489.0,10.080032114010502,11.112182998369398
2023-11-11,2023-11-13,2023-11-17,11243.0,9.903960429683186,11.406717979914424
2023-11-18,2023-11-20,2023-11-24,11385.0,10.840068448087141,12.72881111890912
2023-11-25,2023-11-27,2023-12-01,11328.0,3.867548163980823,7.278595548270808
2023-12-02,2023-12-04,2023-12-08,11318.0,5.771690847831797,9.252981787341971
2023-12-09,2023-12-11,2023-12-15,11960.0,8.833729245247865,10.169144646838367
2023-12-16,2023-12-18,2023-12-22,13213.0,10.465022964810148,11.413760506042049
2023-12-23,2023-12-25,2023-12-29,7447.0,9.598634531250653,11.898146969914503
2023-12-30,2024-01-01,2024-01-05,11945.0,8.006236352283995,9.303589958933413
2024-01-06,2024-01-08,2024-01-12,13713.0,4.187697127043788,5.86538835924809
2024-01-13,2024-01-15,2024-01-19,12813.0,3.3095869539182496,5.398088903605162
2024-01-20,2024-01-22,2024-01-26,12732.0,9.884638684630556,12.151313953031941
2024-01-27,2024-01-29,2024-02-02,12664.0,9.848571629417119,11.737292556325617
2024-02-03,2024-02-05,2024-02-09,12529.0,8.559599166953179,11.116077862968721
2024-02-10,2024-02-12,2024-02-16,11817.0,9.8395289065388,12.94187095628046
2024-02-17,2024-02-19,2024-02-23,11788.0,10.196223469213548,12.419520719529665
2024-02-24,2024-02-26,2024-03-01,11517.0,7.3225510730942265,10.297917452600716
2024-03-02,2024-03-04,2024-03-08,11574.0,8.406700629120845,9.749457543461245
2024-03-09,2024-03-11,2024-03-15,11368.0,10.045281607110155,11.871828247574614
2024-03-16,2024-03-18,2024-03-22,11249.0,11.964612883562362,13.601450763001775
2024-03-23,2024-03-25,2024-03-29,9391.0,9.575281613194297,11.667121361147542
2024-03-30,2024-04-01,2024-04-05,9701.0,12.01393348769071,14.578335220385856
2024-04-06,2024-04-08,2024-04-12,12334.0,14.01323636825707,16.04202944624613
2024-04-13,2024-04-15,2024-04-19,11880.0,11.510589254107185,14.292072156671537
2024-04-20,2024-04-22,2024-04-26,11173.0,10.99955529026278,12.201665862557968
2024-04-27,2024-04-29,2024-05-03,11076.0,14.22802899539479,16.533953351450172
2024-05-04,2024-05-06,2024-05-10,9620.0,17.398046677083524,21.4841263524714
2024-05-11,2024-05-13,2024-05-17,11255.0,19.239381771255673,21.966112398359865
2024-05-18,2024-05-20,2024-05-24,10912.0,16.922744806419203,19.62223955700443
2024-05-25,2024-05-27,2024-05-31,8675.0,16.346195231384975,17.33478095636151
2024-06-01,2024-06-03,2024-06-07,10926.0,16.30256581299317,19.06663067480018
2024-06-08,2024-06-10,2024-06-14,10493.0,14.767949767989831,16.440969663447294
2024-06-15,2024-06-17,2024-06-21,10459.0,17.740911593666826,19.97322034670214
2024-06-22,2024-06-24,2024-06-28,10609.0,20.553388865639562,23.2541547270997
2024-06-29,2024-07-01,2024-07-05,10333.0,17.000961199922497,18.078681695643464
2024-07-06,2024-07-08,2024-07-12,10532.0,16.92459856589209,18.240659211730172
2024-07-13,2024-07-15,2024-07-19,10182.0,20.129774533061436,24.29072556823444
2024-07-20,2024-07-22,2024-07-26,10169.0,19.664196177421186,20.753073921831774
2024-07-27,2024-07-29,2024-08-02,10265.0,22.546184587113625,23.65699650993496
2024-08-03,2024-08-05,2024-08-09,10025.0,19.69541536120992,21.795325998060388
2024-08-10,2024-08-12,2024-08-16,9846.0,21.085514635949647,23.667062732257225
2024-08-17,2024-08-19,2024-08-23,9825.0,17.956808466790005,18.80253655331482
2024-08-24,2024-08-26,2024-08-30,8039.0,18.623401526470637,21.17372445698834
2024-08-31,2024-09-02,2024-09-06,10066.0,19.092355052765697,21.759553956152487
2024-09-07,2024-09-09,2024-09-13,9829.0,15.763787301813604,20.525536317210946
2024-09-14,2024-09-16,2024-09-20,9425.0,18.830820970414027,20.456130685243824
2024-09-21,2024-09-23,2024-09-27,10097.0,14.542984216743951,18.491483978794715
2024-09-28,2024-09-30,2024-10-04,10390.0,13.824622847167069,14.780862896030603
2024-10-05,2024-10-07,2024-10-11,10684.0,13.462162807705441,16.38191771256388
2024-10-12,2024-10-14,2024-10-18,10783.0,13.558744103769971,16.462536626715853
2024-10-19,2024-10-21,2024-10-25,11014.0,14.414169091168446,15.108358554180331
2024-10-26,2024-10-28,2024-11-01,10645.0,12.948214052480553,14.570805115550323
2024-11-02,2024-11-04,2024-11-08,11133.0,11.580090049101637,13.147823352454838
2024-11-09,2024-11-11,2024-11-15,11045.0,11.192571323135365,12.292680007987652
2024-11-16,2024-11-18,2024-11-22,10933.0,5.491461630816349,9.560080303002454
2024-11-23,2024-11-25,2024-11-29,11011.0,9.716464265087213,14.026227734047188
2024-11-30,2024-12-02,2024-12-06,11510.0,11.381288737764937,13.235153532135286
2024-12-07,2024-12-09,2024-12-13,11951.0,5.7502142012154165,6.936671615150473
2024-12-14,2024-12-16,2024-12-20,12636.0,10.23510021850832,12.856865132370595
2024-12-21,2024-12-23,2024-12-27,7151.0,9.128420308652908,12.052751666691055
