week_start_sat,week_start_mon,week_end,deaths_total,tasmax_mean_weekly_degC,tasmax_max_weekly_degC,year,month,week_of_year,quarter,season,temp_range_weekly,IsSurge
2016-04-09,2016-04-11,2016-04-15,11417.0,10.78295271409202,12.324442974901345,2016,4,15,2,Spring,1.5414902608093257,0
2016-04-16,2016-04-18,2016-04-22,10925.0,11.679832212781443,14.560248120331156,2016,4,16,2,Spring,2.880415907549713,0
2016-04-23,2016-04-25,2016-04-29,10413.0,8.976622502930278,10.16677535211626,2016,4,17,2,Spring,1.1901528491859814,0
2016-04-30,2016-05-02,2016-05-06,9137.0,11.039316884840057,11.039316884840057,2016,5,18,2,Spring,0.0,0
2016-05-07,2016-05-09,2016-05-13,8830.0,12.299488277081466,12.510934112473873,2016,5,19,2,Spring,0.21144583539240713,0
2016-05-14,2016-05-16,2016-05-20,8523.0,13.559659669322876,13.982551340107687,2016,5,20,2,Spring,0.4228916707848107,0
2016-05-21,2016-05-23,2016-05-27,8216.0,14.819831061564285,15.454168567741503,2016,5,21,2,Spring,0.6343375061772178,0
2016-05-28,2016-05-30,2016-06-03,7909.0,16.080002453805694,16.92578579537532,2016,5,22,2,Spring,0.845783341569625,0
2016-06-04,2016-06-06,2016-06-10,9873.0,20.8888889893264,22.761791072091683,2016,6,23,2,Summer,1.8729020827652825,0
2016-06-11,2016-06-13,2016-06-17,9386.0,16.572265568691343,17.596176908643756,2016,6,24,2,Summer,1.023911339952413,0
2016-06-18,2016-06-20,2016-06-24,9365.0,18.32913739749872,19.98774395591989,2016,6,25,2,Summer,1.6586065584211696,0
2016-06-25,2016-06-27,2016-07-01,9228.0,16.781187615567276,17.550763090581516,2016,6,26,2,Summer,0.7695754750142392,0
2016-07-02,2016-07-04,2016-07-08,9218.8,17.192454573830304,17.92582512882596,2016,7,27,3,Summer,0.7333705549956555,0
2016-07-09,2016-07-11,2016-07-15,9209.6,17.60372153209333,18.3008871670704,2016,7,28,3,Summer,0.6971656349770683,0
2016-07-16,2016-07-18,2016-07-22,9200.4,18.014988490356355,18.675949205314843,2016,7,29,3,Summer,0.6609607149584882,0
2016-07-23,2016-07-25,2016-07-29,9191.2,18.426255448619383,19.051011243559284,2016,7,30,3,Summer,0.624755794939901,0
2016-07-30,2016-08-01,2016-08-05,9182.0,18.83752240688241,19.426073281803728,2016,8,31,3,Summer,0.5885508749213173,0
2016-08-06,2016-08-08,2016-08-12,9172.0,18.679001270248623,21.342846119687312,2016,8,32,3,Summer,2.6638448494386893,0
2016-08-13,2016-08-15,2016-08-19,9070.0,20.51872490953154,22.719722783308303,2016,8,33,3,Summer,2.200997873776764,0
2016-08-20,2016-08-22,2016-08-26,9319.0,20.611152482207668,22.795715570252376,2016,8,34,3,Summer,2.1845630880447082,0
2016-08-27,2016-08-29,2016-09-02,7923.0,19.340622821600896,21.81071824478088,2016,8,35,3,Summer,2.470095423179984,0
